Timestep,Name, Population, Infected, Recovered, Susceptible, Vaccinated
14, Zweisel, 564, 155, 781, 0
14, , 16, 78, 6, 0
15, Deggendorf, 1344, 343, 2313, 0
15, Regensburg, 1004, 124, 13872, 0
15, Zweisel, 648, 251, 601, 0
15, , 8, 86, 6, 0
16, Deggendorf, 1651, 530, 1819, 0
16, Regensburg, 1644, 224, 13132, 0
16, Zweisel, 645, 388, 467, 0
16, , 4, 90, 6, 0
17, Deggendorf, 1808, 795, 1397, 0
17, Regensburg, 2562, 387, 12051, 0
17, Zweisel, 619, 536, 345, 0
17, , 2, 93, 5, 0
18, Deggendorf, 1740, 1218, 1042, 0
18, Regensburg, 3745, 652, 10603, 0
18, Zweisel, 511, 719, 270, 0
18, , 1, 94, 5, 0
19, Deggendorf, 1525, 1687, 788, 0
19, Regensburg, 5039, 1128, 8833, 0
19, Zweisel, 377, 899, 224, 0
19, , 1, 94, 5, 0
20, Deggendorf, 1189, 2181, 630, 0
20, Regensburg, 6201, 1868, 6931, 0
20, Zweisel, 268, 1033, 199, 0
20, , 1, 94, 5, 0
21, Deggendorf, 890, 2603, 507, 0
21, Regensburg, 6719, 2949, 5332, 0
21, Zweisel, 168, 1155, 177, 0
21, , 0, 95, 5, 0
22, Deggendorf, 596, 2958, 446, 0
22, Regensburg, 6592, 4397, 4011, 0
22, Zweisel, 105, 1230, 165, 0
22, , 0, 95, 5, 0
23, Deggendorf, 380, 3212, 408, 0
23, Regensburg, 5785, 6167, 3048, 0
23, Zweisel, 67, 1276, 157, 0
23, , 0, 95, 5, 0
24, Deggendorf, 245, 3370, 385, 0
24, Regensburg, 4489, 8069, 2442, 0
24, Zweisel, 47, 1301, 152, 0
24, , 0, 95, 5, 0
25, Deggendorf, 136, 3493, 371, 0
25, Regensburg, 3285, 9668, 2047, 0
25, Zweisel, 29, 1323, 148, 0
25, , 0, 95, 5, 0
26, Deggendorf, 81, 3554, 365, 0
26, Regensburg, 2203, 10989, 1808, 0
26, Zweisel, 19, 1335, 146, 0
26, , 0, 95, 5, 0
27, Deggendorf, 46, 3592, 362, 0
27, Regensburg, 1387, 11952, 1661, 0
27, Zweisel, 12, 1343, 145, 0
27, , 0, 95, 5, 0
28, Deggendorf, 25, 3615, 360, 0
28, Regensburg, 869, 12558, 1573, 0
28, Zweisel, 7, 1348, 145, 0
28, , 0, 95, 5, 0
29, Deggendorf, 12, 3629, 359, 0
29, Regensburg, 532, 12953, 1515, 0
29, Zweisel, 3, 1352, 145, 0
29, , 0, 95, 5, 0
30, Deggendorf, 7, 3635, 358, 0
30, Regensburg, 322, 13192, 1486, 0
30, Zweisel, 1, 1354, 145, 0
30, , 0, 95, 5, 0
31, Deggendorf, 4, 3638, 358, 0
31, Regensburg, 192, 13339, 1469, 0
31, Zweisel, 0, 1355, 145, 0
31, , 0, 95, 5, 0
32, Deggendorf, 2, 3640, 358, 0
32, Regensburg, 121, 13427, 1452, 0
32, Zweisel, 0, 1355, 145, 0
32, , 0, 95, 5, 0
33, Deggendorf, 1, 3641, 358, 0
33, Regensburg, 69, 13485, 1446, 0
33, Zweisel, 0, 1355, 145, 0
33, , 0, 95, 5, 0
34, Deggendorf, 0, 3642, 358, 0
34, Regensburg, 43, 13514, 1443, 0
34, Zweisel, 0, 1355, 145, 0
